vtkCompositeIndexArray,vtkOriginalIndices,N,Time,__vtkIsSelected__,avg(U (0)),avg(U (1)),avg(U (2)),avg(U (Magnitude)),avg(X),avg(Y),avg(Z),avg(vtkOriginalPointIds),max(U (0)),max(U (1)),max(U (2)),max(U (Magnitude)),max(X),max(Y),max(Z),max(vtkOriginalPointIds),med(U (0)),med(U (1)),med(U (2)),med(U (Magnitude)),med(X),med(Y),med(Z),med(vtkOriginalPointIds),min(U (0)),min(U (1)),min(U (2)),min(U (Magnitude)),min(X),min(Y),min(Z),min(vtkOriginalPointIds),q1(U (0)),q1(U (1)),q1(U (2)),q1(U (Magnitude)),q1(X),q1(Y),q1(Z),q1(vtkOriginalPointIds),q3(U (0)),q3(U (1)),q3(U (2)),q3(U (Magnitude)),q3(X),q3(Y),q3(Z),q3(vtkOriginalPointIds),std(U (0)),std(U (1)),std(U (2)),std(U (Magnitude)),std(X),std(Y),std(Z),std(vtkOriginalPointIds),vtkValidPointMask
1,838,1,1.676,0,-1.36564,-3.09883,-0.00469148,3.3864,0,2,8.2,124,-1.36564,-3.09883,-0.00469148,3.3864,0,2,8.2,124,-1.36564,-3.09883,-0.00469148,3.3864,0,2,8.2,124,-1.36564,-3.09883,-0.00469148,3.3864,0,2,8.2,124,-1.36564,-3.09883,-0.00469148,3.3864,0,2,8.2,124,-1.36564,-3.09883,-0.00469148,3.3864,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,839,1,1.678,0,-1.1499,-3.20886,0.0855661,3.40974,0,2,8.2,124,-1.1499,-3.20886,0.0855661,3.40974,0,2,8.2,124,-1.1499,-3.20886,0.0855661,3.40974,0,2,8.2,124,-1.1499,-3.20886,0.0855661,3.40974,0,2,8.2,124,-1.1499,-3.20886,0.0855661,3.40974,0,2,8.2,124,-1.1499,-3.20886,0.0855661,3.40974,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,840,1,1.68,0,-0.960655,-3.02042,0.32454,3.18608,0,2,8.2,124,-0.960655,-3.02042,0.32454,3.18608,0,2,8.2,124,-0.960655,-3.02042,0.32454,3.18608,0,2,8.2,124,-0.960655,-3.02042,0.32454,3.18608,0,2,8.2,124,-0.960655,-3.02042,0.32454,3.18608,0,2,8.2,124,-0.960655,-3.02042,0.32454,3.18608,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,841,1,1.682,0,-0.958324,-2.58598,0.68151,2.8408,0,2,8.2,124,-0.958324,-2.58598,0.68151,2.8408,0,2,8.2,124,-0.958324,-2.58598,0.68151,2.8408,0,2,8.2,124,-0.958324,-2.58598,0.68151,2.8408,0,2,8.2,124,-0.958324,-2.58598,0.68151,2.8408,0,2,8.2,124,-0.958324,-2.58598,0.68151,2.8408,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,842,1,1.684,0,-1.12237,-2.10161,1.05903,2.6073,0,2,8.2,124,-1.12237,-2.10161,1.05903,2.6073,0,2,8.2,124,-1.12237,-2.10161,1.05903,2.6073,0,2,8.2,124,-1.12237,-2.10161,1.05903,2.6073,0,2,8.2,124,-1.12237,-2.10161,1.05903,2.6073,0,2,8.2,124,-1.12237,-2.10161,1.05903,2.6073,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,843,1,1.686,0,-1.28018,-1.72527,1.34817,2.53633,0,2,8.2,124,-1.28018,-1.72527,1.34817,2.53633,0,2,8.2,124,-1.28018,-1.72527,1.34817,2.53633,0,2,8.2,124,-1.28018,-1.72527,1.34817,2.53633,0,2,8.2,124,-1.28018,-1.72527,1.34817,2.53633,0,2,8.2,124,-1.28018,-1.72527,1.34817,2.53633,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,844,1,1.688,0,-1.28193,-1.43257,1.49543,2.43555,0,2,8.2,124,-1.28193,-1.43257,1.49543,2.43555,0,2,8.2,124,-1.28193,-1.43257,1.49543,2.43555,0,2,8.2,124,-1.28193,-1.43257,1.49543,2.43555,0,2,8.2,124,-1.28193,-1.43257,1.49543,2.43555,0,2,8.2,124,-1.28193,-1.43257,1.49543,2.43555,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,845,1,1.69,0,-1.11793,-1.0723,1.53802,2.18291,0,2,8.2,124,-1.11793,-1.0723,1.53802,2.18291,0,2,8.2,124,-1.11793,-1.0723,1.53802,2.18291,0,2,8.2,124,-1.11793,-1.0723,1.53802,2.18291,0,2,8.2,124,-1.11793,-1.0723,1.53802,2.18291,0,2,8.2,124,-1.11793,-1.0723,1.53802,2.18291,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,846,1,1.692,0,-0.884153,-0.582491,1.55757,1.88336,0,2,8.2,124,-0.884153,-0.582491,1.55757,1.88336,0,2,8.2,124,-0.884153,-0.582491,1.55757,1.88336,0,2,8.2,124,-0.884153,-0.582491,1.55757,1.88336,0,2,8.2,124,-0.884153,-0.582491,1.55757,1.88336,0,2,8.2,124,-0.884153,-0.582491,1.55757,1.88336,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,847,1,1.694,0,-0.683273,-0.13273,1.57989,1.72642,0,2,8.2,124,-0.683273,-0.13273,1.57989,1.72642,0,2,8.2,124,-0.683273,-0.13273,1.57989,1.72642,0,2,8.2,124,-0.683273,-0.13273,1.57989,1.72642,0,2,8.2,124,-0.683273,-0.13273,1.57989,1.72642,0,2,8.2,124,-0.683273,-0.13273,1.57989,1.72642,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,848,1,1.696,0,-0.573545,-0.00262482,1.53282,1.63661,0,2,8.2,124,-0.573545,-0.00262482,1.53282,1.63661,0,2,8.2,124,-0.573545,-0.00262482,1.53282,1.63661,0,2,8.2,124,-0.573545,-0.00262482,1.53282,1.63661,0,2,8.2,124,-0.573545,-0.00262482,1.53282,1.63661,0,2,8.2,124,-0.573545,-0.00262482,1.53282,1.63661,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,849,1,1.698,0,-0.567822,-0.285245,1.33034,1.47431,0,2,8.2,124,-0.567822,-0.285245,1.33034,1.47431,0,2,8.2,124,-0.567822,-0.285245,1.33034,1.47431,0,2,8.2,124,-0.567822,-0.285245,1.33034,1.47431,0,2,8.2,124,-0.567822,-0.285245,1.33034,1.47431,0,2,8.2,124,-0.567822,-0.285245,1.33034,1.47431,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,850,1,1.7,0,-0.629929,-0.729944,0.999409,1.38869,0,2,8.2,124,-0.629929,-0.729944,0.999409,1.38869,0,2,8.2,124,-0.629929,-0.729944,0.999409,1.38869,0,2,8.2,124,-0.629929,-0.729944,0.999409,1.38869,0,2,8.2,124,-0.629929,-0.729944,0.999409,1.38869,0,2,8.2,124,-0.629929,-0.729944,0.999409,1.38869,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,851,1,1.702,0,-0.675708,-0.930313,0.69544,1.34376,0,2,8.2,124,-0.675708,-0.930313,0.69544,1.34376,0,2,8.2,124,-0.675708,-0.930313,0.69544,1.34376,0,2,8.2,124,-0.675708,-0.930313,0.69544,1.34376,0,2,8.2,124,-0.675708,-0.930313,0.69544,1.34376,0,2,8.2,124,-0.675708,-0.930313,0.69544,1.34376,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,852,1,1.704,0,-0.625543,-0.697993,0.572865,1.09849,0,2,8.2,124,-0.625543,-0.697993,0.572865,1.09849,0,2,8.2,124,-0.625543,-0.697993,0.572865,1.09849,0,2,8.2,124,-0.625543,-0.697993,0.572865,1.09849,0,2,8.2,124,-0.625543,-0.697993,0.572865,1.09849,0,2,8.2,124,-0.625543,-0.697993,0.572865,1.09849,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,853,1,1.706,0,-0.482249,-0.238408,0.648612,0.842675,0,2,8.2,124,-0.482249,-0.238408,0.648612,0.842675,0,2,8.2,124,-0.482249,-0.238408,0.648612,0.842675,0,2,8.2,124,-0.482249,-0.238408,0.648612,0.842675,0,2,8.2,124,-0.482249,-0.238408,0.648612,0.842675,0,2,8.2,124,-0.482249,-0.238408,0.648612,0.842675,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,854,1,1.708,0,-0.335903,0.0635883,0.803659,0.873351,0,2,8.2,124,-0.335903,0.0635883,0.803659,0.873351,0,2,8.2,124,-0.335903,0.0635883,0.803659,0.873351,0,2,8.2,124,-0.335903,0.0635883,0.803659,0.873351,0,2,8.2,124,-0.335903,0.0635883,0.803659,0.873351,0,2,8.2,124,-0.335903,0.0635883,0.803659,0.873351,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,855,1,1.71,0,-0.268171,0.0228012,0.903303,0.942545,0,2,8.2,124,-0.268171,0.0228012,0.903303,0.942545,0,2,8.2,124,-0.268171,0.0228012,0.903303,0.942545,0,2,8.2,124,-0.268171,0.0228012,0.903303,0.942545,0,2,8.2,124,-0.268171,0.0228012,0.903303,0.942545,0,2,8.2,124,-0.268171,0.0228012,0.903303,0.942545,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,856,1,1.712,0,-0.270149,-0.202212,0.892617,0.954272,0,2,8.2,124,-0.270149,-0.202212,0.892617,0.954272,0,2,8.2,124,-0.270149,-0.202212,0.892617,0.954272,0,2,8.2,124,-0.270149,-0.202212,0.892617,0.954272,0,2,8.2,124,-0.270149,-0.202212,0.892617,0.954272,0,2,8.2,124,-0.270149,-0.202212,0.892617,0.954272,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,857,1,1.714,0,-0.288229,-0.328362,0.785477,0.898817,0,2,8.2,124,-0.288229,-0.328362,0.785477,0.898817,0,2,8.2,124,-0.288229,-0.328362,0.785477,0.898817,0,2,8.2,124,-0.288229,-0.328362,0.785477,0.898817,0,2,8.2,124,-0.288229,-0.328362,0.785477,0.898817,0,2,8.2,124,-0.288229,-0.328362,0.785477,0.898817,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,858,1,1.716,0,-0.338939,-0.255259,0.609548,0.742689,0,2,8.2,124,-0.338939,-0.255259,0.609548,0.742689,0,2,8.2,124,-0.338939,-0.255259,0.609548,0.742689,0,2,8.2,124,-0.338939,-0.255259,0.609548,0.742689,0,2,8.2,124,-0.338939,-0.255259,0.609548,0.742689,0,2,8.2,124,-0.338939,-0.255259,0.609548,0.742689,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,859,1,1.718,0,-0.518417,-0.115524,0.399822,0.664801,0,2,8.2,124,-0.518417,-0.115524,0.399822,0.664801,0,2,8.2,124,-0.518417,-0.115524,0.399822,0.664801,0,2,8.2,124,-0.518417,-0.115524,0.399822,0.664801,0,2,8.2,124,-0.518417,-0.115524,0.399822,0.664801,0,2,8.2,124,-0.518417,-0.115524,0.399822,0.664801,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,860,1,1.72,0,-0.861077,-0.0526003,0.229685,0.892734,0,2,8.2,124,-0.861077,-0.0526003,0.229685,0.892734,0,2,8.2,124,-0.861077,-0.0526003,0.229685,0.892734,0,2,8.2,124,-0.861077,-0.0526003,0.229685,0.892734,0,2,8.2,124,-0.861077,-0.0526003,0.229685,0.892734,0,2,8.2,124,-0.861077,-0.0526003,0.229685,0.892734,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,861,1,1.722,0,-1.22599,-0.0305142,0.195672,1.24189,0,2,8.2,124,-1.22599,-0.0305142,0.195672,1.24189,0,2,8.2,124,-1.22599,-0.0305142,0.195672,1.24189,0,2,8.2,124,-1.22599,-0.0305142,0.195672,1.24189,0,2,8.2,124,-1.22599,-0.0305142,0.195672,1.24189,0,2,8.2,124,-1.22599,-0.0305142,0.195672,1.24189,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,862,1,1.724,0,-1.39409,0.0892766,0.336663,1.43695,0,2,8.2,124,-1.39409,0.0892766,0.336663,1.43695,0,2,8.2,124,-1.39409,0.0892766,0.336663,1.43695,0,2,8.2,124,-1.39409,0.0892766,0.336663,1.43695,0,2,8.2,124,-1.39409,0.0892766,0.336663,1.43695,0,2,8.2,124,-1.39409,0.0892766,0.336663,1.43695,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,863,1,1.726,0,-1.30036,0.321918,0.575828,1.45813,0,2,8.2,124,-1.30036,0.321918,0.575828,1.45813,0,2,8.2,124,-1.30036,0.321918,0.575828,1.45813,0,2,8.2,124,-1.30036,0.321918,0.575828,1.45813,0,2,8.2,124,-1.30036,0.321918,0.575828,1.45813,0,2,8.2,124,-1.30036,0.321918,0.575828,1.45813,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,864,1,1.728,0,-1.12677,0.491856,0.769097,1.45019,0,2,8.2,124,-1.12677,0.491856,0.769097,1.45019,0,2,8.2,124,-1.12677,0.491856,0.769097,1.45019,0,2,8.2,124,-1.12677,0.491856,0.769097,1.45019,0,2,8.2,124,-1.12677,0.491856,0.769097,1.45019,0,2,8.2,124,-1.12677,0.491856,0.769097,1.45019,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,865,1,1.73,0,-1.12206,0.427666,0.824999,1.45689,0,2,8.2,124,-1.12206,0.427666,0.824999,1.45689,0,2,8.2,124,-1.12206,0.427666,0.824999,1.45689,0,2,8.2,124,-1.12206,0.427666,0.824999,1.45689,0,2,8.2,124,-1.12206,0.427666,0.824999,1.45689,0,2,8.2,124,-1.12206,0.427666,0.824999,1.45689,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,866,1,1.732,0,-1.33991,0.186228,0.774421,1.55877,0,2,8.2,124,-1.33991,0.186228,0.774421,1.55877,0,2,8.2,124,-1.33991,0.186228,0.774421,1.55877,0,2,8.2,124,-1.33991,0.186228,0.774421,1.55877,0,2,8.2,124,-1.33991,0.186228,0.774421,1.55877,0,2,8.2,124,-1.33991,0.186228,0.774421,1.55877,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,867,1,1.734,0,-1.59142,0.024627,0.717894,1.74602,0,2,8.2,124,-1.59142,0.024627,0.717894,1.74602,0,2,8.2,124,-1.59142,0.024627,0.717894,1.74602,0,2,8.2,124,-1.59142,0.024627,0.717894,1.74602,0,2,8.2,124,-1.59142,0.024627,0.717894,1.74602,0,2,8.2,124,-1.59142,0.024627,0.717894,1.74602,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,868,1,1.736,0,-1.65444,0.135738,0.704018,1.80312,0,2,8.2,124,-1.65444,0.135738,0.704018,1.80312,0,2,8.2,124,-1.65444,0.135738,0.704018,1.80312,0,2,8.2,124,-1.65444,0.135738,0.704018,1.80312,0,2,8.2,124,-1.65444,0.135738,0.704018,1.80312,0,2,8.2,124,-1.65444,0.135738,0.704018,1.80312,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,869,1,1.738,0,-1.4897,0.444208,0.661848,1.68955,0,2,8.2,124,-1.4897,0.444208,0.661848,1.68955,0,2,8.2,124,-1.4897,0.444208,0.661848,1.68955,0,2,8.2,124,-1.4897,0.444208,0.661848,1.68955,0,2,8.2,124,-1.4897,0.444208,0.661848,1.68955,0,2,8.2,124,-1.4897,0.444208,0.661848,1.68955,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,870,1,1.74,0,-1.23627,0.689461,0.460836,1.48865,0,2,8.2,124,-1.23627,0.689461,0.460836,1.48865,0,2,8.2,124,-1.23627,0.689461,0.460836,1.48865,0,2,8.2,124,-1.23627,0.689461,0.460836,1.48865,0,2,8.2,124,-1.23627,0.689461,0.460836,1.48865,0,2,8.2,124,-1.23627,0.689461,0.460836,1.48865,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,871,1,1.742,0,-1.04005,0.694165,0.0542362,1.25161,0,2,8.2,124,-1.04005,0.694165,0.0542362,1.25161,0,2,8.2,124,-1.04005,0.694165,0.0542362,1.25161,0,2,8.2,124,-1.04005,0.694165,0.0542362,1.25161,0,2,8.2,124,-1.04005,0.694165,0.0542362,1.25161,0,2,8.2,124,-1.04005,0.694165,0.0542362,1.25161,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,872,1,1.744,0,-0.938118,0.51954,-0.425116,1.15356,0,2,8.2,124,-0.938118,0.51954,-0.425116,1.15356,0,2,8.2,124,-0.938118,0.51954,-0.425116,1.15356,0,2,8.2,124,-0.938118,0.51954,-0.425116,1.15356,0,2,8.2,124,-0.938118,0.51954,-0.425116,1.15356,0,2,8.2,124,-0.938118,0.51954,-0.425116,1.15356,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,873,1,1.746,0,-0.895201,0.357346,-0.726831,1.20721,0,2,8.2,124,-0.895201,0.357346,-0.726831,1.20721,0,2,8.2,124,-0.895201,0.357346,-0.726831,1.20721,0,2,8.2,124,-0.895201,0.357346,-0.726831,1.20721,0,2,8.2,124,-0.895201,0.357346,-0.726831,1.20721,0,2,8.2,124,-0.895201,0.357346,-0.726831,1.20721,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,874,1,1.748,0,-0.880854,0.307501,-0.679825,1.15439,0,2,8.2,124,-0.880854,0.307501,-0.679825,1.15439,0,2,8.2,124,-0.880854,0.307501,-0.679825,1.15439,0,2,8.2,124,-0.880854,0.307501,-0.679825,1.15439,0,2,8.2,124,-0.880854,0.307501,-0.679825,1.15439,0,2,8.2,124,-0.880854,0.307501,-0.679825,1.15439,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,875,1,1.75,0,-0.868535,0.293113,-0.355561,0.983205,0,2,8.2,124,-0.868535,0.293113,-0.355561,0.983205,0,2,8.2,124,-0.868535,0.293113,-0.355561,0.983205,0,2,8.2,124,-0.868535,0.293113,-0.355561,0.983205,0,2,8.2,124,-0.868535,0.293113,-0.355561,0.983205,0,2,8.2,124,-0.868535,0.293113,-0.355561,0.983205,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,876,1,1.752,0,-0.79818,0.180803,-0.025582,0.818801,0,2,8.2,124,-0.79818,0.180803,-0.025582,0.818801,0,2,8.2,124,-0.79818,0.180803,-0.025582,0.818801,0,2,8.2,124,-0.79818,0.180803,-0.025582,0.818801,0,2,8.2,124,-0.79818,0.180803,-0.025582,0.818801,0,2,8.2,124,-0.79818,0.180803,-0.025582,0.818801,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,877,1,1.754,0,-0.607739,-0.0572497,0.0721348,0.614677,0,2,8.2,124,-0.607739,-0.0572497,0.0721348,0.614677,0,2,8.2,124,-0.607739,-0.0572497,0.0721348,0.614677,0,2,8.2,124,-0.607739,-0.0572497,0.0721348,0.614677,0,2,8.2,124,-0.607739,-0.0572497,0.0721348,0.614677,0,2,8.2,124,-0.607739,-0.0572497,0.0721348,0.614677,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,878,1,1.756,0,-0.316103,-0.321103,-0.0658814,0.455377,0,2,8.2,124,-0.316103,-0.321103,-0.0658814,0.455377,0,2,8.2,124,-0.316103,-0.321103,-0.0658814,0.455377,0,2,8.2,124,-0.316103,-0.321103,-0.0658814,0.455377,0,2,8.2,124,-0.316103,-0.321103,-0.0658814,0.455377,0,2,8.2,124,-0.316103,-0.321103,-0.0658814,0.455377,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,879,1,1.758,0,-0.032667,-0.498951,-0.250808,0.559396,0,2,8.2,124,-0.032667,-0.498951,-0.250808,0.559396,0,2,8.2,124,-0.032667,-0.498951,-0.250808,0.559396,0,2,8.2,124,-0.032667,-0.498951,-0.250808,0.559396,0,2,8.2,124,-0.032667,-0.498951,-0.250808,0.559396,0,2,8.2,124,-0.032667,-0.498951,-0.250808,0.559396,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,880,1,1.76,0,0.144077,-0.568718,-0.336588,0.67638,0,2,8.2,124,0.144077,-0.568718,-0.336588,0.67638,0,2,8.2,124,0.144077,-0.568718,-0.336588,0.67638,0,2,8.2,124,0.144077,-0.568718,-0.336588,0.67638,0,2,8.2,124,0.144077,-0.568718,-0.336588,0.67638,0,2,8.2,124,0.144077,-0.568718,-0.336588,0.67638,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,881,1,1.762,0,0.216069,-0.576861,-0.373376,0.720322,0,2,8.2,124,0.216069,-0.576861,-0.373376,0.720322,0,2,8.2,124,0.216069,-0.576861,-0.373376,0.720322,0,2,8.2,124,0.216069,-0.576861,-0.373376,0.720322,0,2,8.2,124,0.216069,-0.576861,-0.373376,0.720322,0,2,8.2,124,0.216069,-0.576861,-0.373376,0.720322,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,882,1,1.764,0,0.249342,-0.544023,-0.498655,0.778967,0,2,8.2,124,0.249342,-0.544023,-0.498655,0.778967,0,2,8.2,124,0.249342,-0.544023,-0.498655,0.778967,0,2,8.2,124,0.249342,-0.544023,-0.498655,0.778967,0,2,8.2,124,0.249342,-0.544023,-0.498655,0.778967,0,2,8.2,124,0.249342,-0.544023,-0.498655,0.778967,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,883,1,1.766,0,0.272864,-0.423589,-0.706868,0.868069,0,2,8.2,124,0.272864,-0.423589,-0.706868,0.868069,0,2,8.2,124,0.272864,-0.423589,-0.706868,0.868069,0,2,8.2,124,0.272864,-0.423589,-0.706868,0.868069,0,2,8.2,124,0.272864,-0.423589,-0.706868,0.868069,0,2,8.2,124,0.272864,-0.423589,-0.706868,0.868069,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,884,1,1.768,0,0.259731,-0.160463,-0.796746,0.853237,0,2,8.2,124,0.259731,-0.160463,-0.796746,0.853237,0,2,8.2,124,0.259731,-0.160463,-0.796746,0.853237,0,2,8.2,124,0.259731,-0.160463,-0.796746,0.853237,0,2,8.2,124,0.259731,-0.160463,-0.796746,0.853237,0,2,8.2,124,0.259731,-0.160463,-0.796746,0.853237,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,885,1,1.77,0,0.204612,0.224419,-0.579606,0.654349,0,2,8.2,124,0.204612,0.224419,-0.579606,0.654349,0,2,8.2,124,0.204612,0.224419,-0.579606,0.654349,0,2,8.2,124,0.204612,0.224419,-0.579606,0.654349,0,2,8.2,124,0.204612,0.224419,-0.579606,0.654349,0,2,8.2,124,0.204612,0.224419,-0.579606,0.654349,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,886,1,1.772,0,0.157107,0.620755,-0.101428,0.648311,0,2,8.2,124,0.157107,0.620755,-0.101428,0.648311,0,2,8.2,124,0.157107,0.620755,-0.101428,0.648311,0,2,8.2,124,0.157107,0.620755,-0.101428,0.648311,0,2,8.2,124,0.157107,0.620755,-0.101428,0.648311,0,2,8.2,124,0.157107,0.620755,-0.101428,0.648311,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,887,1,1.774,0,0.13749,0.898098,0.39402,0.990321,0,2,8.2,124,0.13749,0.898098,0.39402,0.990321,0,2,8.2,124,0.13749,0.898098,0.39402,0.990321,0,2,8.2,124,0.13749,0.898098,0.39402,0.990321,0,2,8.2,124,0.13749,0.898098,0.39402,0.990321,0,2,8.2,124,0.13749,0.898098,0.39402,0.990321,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,888,1,1.776,0,0.062532,0.986862,0.71627,1.221,0,2,8.2,124,0.062532,0.986862,0.71627,1.221,0,2,8.2,124,0.062532,0.986862,0.71627,1.221,0,2,8.2,124,0.062532,0.986862,0.71627,1.221,0,2,8.2,124,0.062532,0.986862,0.71627,1.221,0,2,8.2,124,0.062532,0.986862,0.71627,1.221,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,889,1,1.778,0,-0.166907,0.905853,0.891155,1.28163,0,2,8.2,124,-0.166907,0.905853,0.891155,1.28163,0,2,8.2,124,-0.166907,0.905853,0.891155,1.28163,0,2,8.2,124,-0.166907,0.905853,0.891155,1.28163,0,2,8.2,124,-0.166907,0.905853,0.891155,1.28163,0,2,8.2,124,-0.166907,0.905853,0.891155,1.28163,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,890,1,1.78,0,-0.493424,0.734567,1.06019,1.38096,0,2,8.2,124,-0.493424,0.734567,1.06019,1.38096,0,2,8.2,124,-0.493424,0.734567,1.06019,1.38096,0,2,8.2,124,-0.493424,0.734567,1.06019,1.38096,0,2,8.2,124,-0.493424,0.734567,1.06019,1.38096,0,2,8.2,124,-0.493424,0.734567,1.06019,1.38096,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,891,1,1.782,0,-0.691142,0.566973,1.27515,1.55729,0,2,8.2,124,-0.691142,0.566973,1.27515,1.55729,0,2,8.2,124,-0.691142,0.566973,1.27515,1.55729,0,2,8.2,124,-0.691142,0.566973,1.27515,1.55729,0,2,8.2,124,-0.691142,0.566973,1.27515,1.55729,0,2,8.2,124,-0.691142,0.566973,1.27515,1.55729,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,892,1,1.784,0,-0.589695,0.470763,1.45201,1.63637,0,2,8.2,124,-0.589695,0.470763,1.45201,1.63637,0,2,8.2,124,-0.589695,0.470763,1.45201,1.63637,0,2,8.2,124,-0.589695,0.470763,1.45201,1.63637,0,2,8.2,124,-0.589695,0.470763,1.45201,1.63637,0,2,8.2,124,-0.589695,0.470763,1.45201,1.63637,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,893,1,1.786,0,-0.28511,0.456792,1.50875,1.60196,0,2,8.2,124,-0.28511,0.456792,1.50875,1.60196,0,2,8.2,124,-0.28511,0.456792,1.50875,1.60196,0,2,8.2,124,-0.28511,0.456792,1.50875,1.60196,0,2,8.2,124,-0.28511,0.456792,1.50875,1.60196,0,2,8.2,124,-0.28511,0.456792,1.50875,1.60196,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,894,1,1.788,0,-0.0538194,0.471972,1.47019,1.54503,0,2,8.2,124,-0.0538194,0.471972,1.47019,1.54503,0,2,8.2,124,-0.0538194,0.471972,1.47019,1.54503,0,2,8.2,124,-0.0538194,0.471972,1.47019,1.54503,0,2,8.2,124,-0.0538194,0.471972,1.47019,1.54503,0,2,8.2,124,-0.0538194,0.471972,1.47019,1.54503,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,895,1,1.79,0,-0.0376618,0.436695,1.40191,1.46884,0,2,8.2,124,-0.0376618,0.436695,1.40191,1.46884,0,2,8.2,124,-0.0376618,0.436695,1.40191,1.46884,0,2,8.2,124,-0.0376618,0.436695,1.40191,1.46884,0,2,8.2,124,-0.0376618,0.436695,1.40191,1.46884,0,2,8.2,124,-0.0376618,0.436695,1.40191,1.46884,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,896,1,1.792,0,-0.0739786,0.31508,1.29777,1.33752,0,2,8.2,124,-0.0739786,0.31508,1.29777,1.33752,0,2,8.2,124,-0.0739786,0.31508,1.29777,1.33752,0,2,8.2,124,-0.0739786,0.31508,1.29777,1.33752,0,2,8.2,124,-0.0739786,0.31508,1.29777,1.33752,0,2,8.2,124,-0.0739786,0.31508,1.29777,1.33752,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,897,1,1.794,0,0.109839,0.157342,1.10855,1.12503,0,2,8.2,124,0.109839,0.157342,1.10855,1.12503,0,2,8.2,124,0.109839,0.157342,1.10855,1.12503,0,2,8.2,124,0.109839,0.157342,1.10855,1.12503,0,2,8.2,124,0.109839,0.157342,1.10855,1.12503,0,2,8.2,124,0.109839,0.157342,1.10855,1.12503,0,2,8.2,124,0,0,0,0,0,0,0,0,1
1,898,1,1.796,0,0.564667,0.0597848,0.875384,1.04342,0,2,8.2,124,0.564667,0.0597848,0.875384,1.04342,0,2,8.2,124,0.564667,0.0597848,0.875384,1.04342,0,2,8.2,124,0.564667,0.0597848,0.875384,1.04342,0,2,8.2,124,0.564667,0.0597848,0.875384,1.04342,0,2,8.2,124,0.564667,0.0597848,0.875384,1.04342,0,2,8.2,124,0,0,0,0,0,0,0,0,1
